V1,spectra_means,spectra_names,spectra_rank,trait_name
837,0.481,x837,NA,Carotenoid
838,0.481,x838,NA,Carotenoid
839,0.481,x839,NA,Carotenoid
840,0.481,x840,NA,Carotenoid
841,0.481,x841,NA,Carotenoid
842,0.481,x842,NA,Carotenoid
843,0.481,x843,NA,Carotenoid
844,0.481,x844,NA,Carotenoid
845,0.481,x845,NA,Carotenoid
846,0.481,x846,NA,Carotenoid
847,0.481,x847,NA,Carotenoid
848,0.481,x848,NA,Carotenoid
849,0.481,x849,NA,Carotenoid
850,0.481,x850,NA,Carotenoid
851,0.481,x851,NA,Carotenoid
852,0.481,x852,NA,Carotenoid
853,0.481,x853,NA,Carotenoid
854,0.481,x854,NA,Carotenoid
855,0.481,x855,NA,Carotenoid
856,0.481,x856,NA,Carotenoid
857,0.481,x857,NA,Carotenoid
858,0.481,x858,NA,Carotenoid
859,0.481,x859,NA,Carotenoid
860,0.48,x860,NA,Carotenoid
861,0.481,x861,NA,Carotenoid
862,0.481,x862,NA,Carotenoid
863,0.481,x863,NA,Carotenoid
864,0.481,x864,NA,Carotenoid
865,0.48,x865,NA,Carotenoid
866,0.48,x866,NA,Carotenoid
867,0.48,x867,NA,Carotenoid
868,0.48,x868,NA,Carotenoid
869,0.48,x869,NA,Carotenoid
870,0.48,x870,NA,Carotenoid
871,0.48,x871,NA,Carotenoid
872,0.48,x872,NA,Carotenoid
873,0.48,x873,NA,Carotenoid
874,0.48,x874,NA,Carotenoid
875,0.48,x875,NA,Carotenoid
876,0.48,x876,NA,Carotenoid
877,0.48,x877,NA,Carotenoid
878,0.48,x878,NA,Carotenoid
879,0.48,x879,NA,Carotenoid
880,0.48,x880,NA,Carotenoid
881,0.48,x881,NA,Carotenoid
882,0.48,x882,NA,Carotenoid
883,0.48,x883,NA,Carotenoid
884,0.48,x884,NA,Carotenoid
885,0.48,x885,NA,Carotenoid
886,0.48,x886,NA,Carotenoid
887,0.48,x887,NA,Carotenoid
888,0.48,x888,NA,Carotenoid
889,0.48,x889,NA,Carotenoid
890,0.48,x890,NA,Carotenoid
891,0.48,x891,NA,Carotenoid
892,0.48,x892,NA,Carotenoid
893,0.48,x893,NA,Carotenoid
894,0.48,x894,NA,Carotenoid
895,0.48,x895,NA,Carotenoid
896,0.48,x896,NA,Carotenoid
897,0.48,x897,NA,Carotenoid
898,0.48,x898,NA,Carotenoid
899,0.48,x899,NA,Carotenoid
900,0.48,x900,NA,Carotenoid
901,0.48,x901,NA,Carotenoid
902,0.48,x902,NA,Carotenoid
903,0.48,x903,NA,Carotenoid
904,0.48,x904,NA,Carotenoid
905,0.479,x905,NA,Carotenoid
906,0.479,x906,NA,Carotenoid
907,0.479,x907,NA,Carotenoid
908,0.479,x908,NA,Carotenoid
909,0.479,x909,NA,Carotenoid
910,0.479,x910,NA,Carotenoid
911,0.479,x911,NA,Carotenoid
912,0.479,x912,NA,Carotenoid
913,0.479,x913,NA,Carotenoid
914,0.479,x914,NA,Carotenoid
915,0.479,x915,NA,Carotenoid
916,0.479,x916,NA,Carotenoid
917,0.479,x917,NA,Carotenoid
918,0.479,x918,NA,Carotenoid
919,0.479,x919,NA,Carotenoid
920,0.479,x920,NA,Carotenoid
921,0.479,x921,NA,Carotenoid
922,0.479,x922,NA,Carotenoid
923,0.479,x923,NA,Carotenoid
924,0.479,x924,NA,Carotenoid
925,0.479,x925,NA,Carotenoid
926,0.478,x926,NA,Carotenoid
927,0.478,x927,NA,Carotenoid
928,0.478,x928,NA,Carotenoid
929,0.478,x929,NA,Carotenoid
930,0.478,x930,NA,Carotenoid
931,0.478,x931,NA,Carotenoid
932,0.477,x932,NA,Carotenoid
933,0.477,x933,NA,Carotenoid
934,0.477,x934,NA,Carotenoid
935,0.477,x935,NA,Carotenoid
936,0.477,x936,NA,Carotenoid
937,0.477,x937,NA,Carotenoid
938,0.476,x938,NA,Carotenoid
939,0.476,x939,NA,Carotenoid
940,0.476,x940,NA,Carotenoid
941,0.476,x941,NA,Carotenoid
942,0.476,x942,NA,Carotenoid
943,0.476,x943,NA,Carotenoid
944,0.475,x944,NA,Carotenoid
945,0.475,x945,NA,Carotenoid
946,0.475,x946,NA,Carotenoid
947,0.474,x947,NA,Carotenoid
948,0.473,x948,NA,Carotenoid
949,0.473,x949,NA,Carotenoid
950,0.472,x950,NA,Carotenoid
951,0.472,x951,NA,Carotenoid
952,0.472,x952,NA,Carotenoid
953,0.471,x953,NA,Carotenoid
954,0.47,x954,NA,Carotenoid
955,0.47,x955,NA,Carotenoid
956,0.469,x956,NA,Carotenoid
957,0.469,x957,NA,Carotenoid
958,0.468,x958,NA,Carotenoid
959,0.468,x959,NA,Carotenoid
960,0.467,x960,NA,Carotenoid
961,0.467,x961,NA,Carotenoid
962,0.467,x962,NA,Carotenoid
963,0.467,x963,NA,Carotenoid
964,0.466,x964,NA,Carotenoid
965,0.466,x965,NA,Carotenoid
966,0.465,x966,NA,Carotenoid
967,0.465,x967,NA,Carotenoid
968,0.464,x968,NA,Carotenoid
969,0.464,x969,NA,Carotenoid
970,0.464,x970,NA,Carotenoid
971,0.464,x971,NA,Carotenoid
972,0.464,x972,NA,Carotenoid
973,0.464,x973,NA,Carotenoid
974,0.464,x974,NA,Carotenoid
975,0.463,x975,NA,Carotenoid
976,0.463,x976,NA,Carotenoid
977,0.463,x977,NA,Carotenoid
978,0.463,x978,NA,Carotenoid
979,0.463,x979,NA,Carotenoid
980,0.463,x980,NA,Carotenoid
981,0.464,x981,NA,Carotenoid
982,0.464,x982,NA,Carotenoid
983,0.464,x983,NA,Carotenoid
984,0.464,x984,NA,Carotenoid
985,0.463,x985,NA,Carotenoid
986,0.463,x986,NA,Carotenoid
987,0.463,x987,NA,Carotenoid
988,0.463,x988,NA,Carotenoid
989,0.463,x989,NA,Carotenoid
990,0.463,x990,NA,Carotenoid
991,0.463,x991,NA,Carotenoid
992,0.463,x992,NA,Carotenoid
993,0.463,x993,NA,Carotenoid
994,0.464,x994,NA,Carotenoid
995,0.464,x995,NA,Carotenoid
996,0.464,x996,NA,Carotenoid
997,0.465,x997,NA,Carotenoid
998,0.465,x998,NA,Carotenoid
999,0.465,x999,NA,Carotenoid
1000,0.465,x1000,NA,Carotenoid
1001,0.465,x1001,NA,Carotenoid
1002,0.466,x1002,NA,Carotenoid
1003,0.466,x1003,NA,Carotenoid
1004,0.466,x1004,NA,Carotenoid
1005,0.466,x1005,NA,Carotenoid
1006,0.466,x1006,NA,Carotenoid
1007,0.466,x1007,NA,Carotenoid
1008,0.466,x1008,NA,Carotenoid
1009,0.467,x1009,NA,Carotenoid
1010,0.467,x1010,NA,Carotenoid
1011,0.467,x1011,NA,Carotenoid
1012,0.467,x1012,NA,Carotenoid
1013,0.467,x1013,NA,Carotenoid
1014,0.468,x1014,NA,Carotenoid
1015,0.468,x1015,NA,Carotenoid
1016,0.468,x1016,NA,Carotenoid
1017,0.468,x1017,NA,Carotenoid
1018,0.468,x1018,NA,Carotenoid
1019,0.469,x1019,NA,Carotenoid
1020,0.469,x1020,NA,Carotenoid
1021,0.469,x1021,NA,Carotenoid
1022,0.47,x1022,NA,Carotenoid
1023,0.47,x1023,NA,Carotenoid
1024,0.47,x1024,NA,Carotenoid
1025,0.47,x1025,NA,Carotenoid
1026,0.47,x1026,NA,Carotenoid
1027,0.47,x1027,NA,Carotenoid
1028,0.47,x1028,NA,Carotenoid
1029,0.47,x1029,NA,Carotenoid
1030,0.471,x1030,NA,Carotenoid
1031,0.471,x1031,NA,Carotenoid
1032,0.471,x1032,NA,Carotenoid
1033,0.471,x1033,NA,Carotenoid
1034,0.471,x1034,NA,Carotenoid
1035,0.471,x1035,NA,Carotenoid
1036,0.471,x1036,NA,Carotenoid
1037,0.471,x1037,NA,Carotenoid
1038,0.471,x1038,NA,Carotenoid
1039,0.471,x1039,NA,Carotenoid
1040,0.471,x1040,NA,Carotenoid
1041,0.471,x1041,NA,Carotenoid
1042,0.471,x1042,NA,Carotenoid
1043,0.472,x1043,NA,Carotenoid
1044,0.472,x1044,NA,Carotenoid
1045,0.472,x1045,NA,Carotenoid
1046,0.472,x1046,NA,Carotenoid
1047,0.472,x1047,NA,Carotenoid
1048,0.472,x1048,NA,Carotenoid
1049,0.472,x1049,NA,Carotenoid
1050,0.472,x1050,NA,Carotenoid
1051,0.472,x1051,NA,Carotenoid
1052,0.472,x1052,NA,Carotenoid
1053,0.473,x1053,NA,Carotenoid
1054,0.473,x1054,NA,Carotenoid
1055,0.473,x1055,NA,Carotenoid
1056,0.473,x1056,NA,Carotenoid
1057,0.473,x1057,NA,Carotenoid
1058,0.473,x1058,NA,Carotenoid
1059,0.473,x1059,NA,Carotenoid
1060,0.473,x1060,NA,Carotenoid
1061,0.473,x1061,NA,Carotenoid
1062,0.473,x1062,NA,Carotenoid
1063,0.473,x1063,NA,Carotenoid
1064,0.473,x1064,NA,Carotenoid
1065,0.473,x1065,NA,Carotenoid
1066,0.472,x1066,NA,Carotenoid
1067,0.472,x1067,NA,Carotenoid
1068,0.472,x1068,NA,Carotenoid
1069,0.472,x1069,NA,Carotenoid
1070,0.472,x1070,NA,Carotenoid
1071,0.472,x1071,NA,Carotenoid
1072,0.472,x1072,NA,Carotenoid
1073,0.472,x1073,NA,Carotenoid
1074,0.472,x1074,NA,Carotenoid
1075,0.472,x1075,NA,Carotenoid
1076,0.472,x1076,NA,Carotenoid
1077,0.472,x1077,NA,Carotenoid
1078,0.472,x1078,NA,Carotenoid
1079,0.472,x1079,NA,Carotenoid
1080,0.472,x1080,NA,Carotenoid
1081,0.472,x1081,NA,Carotenoid
1082,0.472,x1082,NA,Carotenoid
1083,0.472,x1083,NA,Carotenoid
1084,0.472,x1084,NA,Carotenoid
1085,0.472,x1085,NA,Carotenoid
1086,0.472,x1086,NA,Carotenoid
1087,0.471,x1087,NA,Carotenoid
1088,0.471,x1088,NA,Carotenoid
1089,0.471,x1089,NA,Carotenoid
1090,0.471,x1090,NA,Carotenoid
1091,0.471,x1091,NA,Carotenoid
1092,0.471,x1092,NA,Carotenoid
1093,0.471,x1093,NA,Carotenoid
1094,0.471,x1094,NA,Carotenoid
1095,0.471,x1095,NA,Carotenoid
1096,0.471,x1096,NA,Carotenoid
1097,0.471,x1097,NA,Carotenoid
1098,0.471,x1098,NA,Carotenoid
1099,0.471,x1099,NA,Carotenoid
1100,0.471,x1100,NA,Carotenoid
1101,0.47,x1101,NA,Carotenoid
1102,0.47,x1102,NA,Carotenoid
1103,0.47,x1103,NA,Carotenoid
1104,0.47,x1104,NA,Carotenoid
1105,0.47,x1105,NA,Carotenoid
1106,0.47,x1106,NA,Carotenoid
1107,0.47,x1107,NA,Carotenoid
1108,0.47,x1108,NA,Carotenoid
1109,0.469,x1109,NA,Carotenoid
1110,0.469,x1110,NA,Carotenoid
1111,0.469,x1111,NA,Carotenoid
1112,0.468,x1112,NA,Carotenoid
1113,0.468,x1113,NA,Carotenoid
1114,0.468,x1114,NA,Carotenoid
1115,0.467,x1115,NA,Carotenoid
1116,0.467,x1116,NA,Carotenoid
1117,0.467,x1117,NA,Carotenoid
1118,0.467,x1118,NA,Carotenoid
1119,0.467,x1119,NA,Carotenoid
1120,0.467,x1120,NA,Carotenoid
1121,0.466,x1121,NA,Carotenoid
1122,0.466,x1122,NA,Carotenoid
1123,0.466,x1123,NA,Carotenoid
1124,0.466,x1124,NA,Carotenoid
1125,0.465,x1125,NA,Carotenoid
1126,0.465,x1126,NA,Carotenoid
1127,0.464,x1127,NA,Carotenoid
1128,0.464,x1128,NA,Carotenoid
1129,0.463,x1129,NA,Carotenoid
1130,0.462,x1130,NA,Carotenoid
1131,0.462,x1131,NA,Carotenoid
1132,0.461,x1132,NA,Carotenoid
1133,0.46,x1133,NA,Carotenoid
1134,0.459,x1134,NA,Carotenoid
1135,0.458,x1135,NA,Carotenoid
1136,0.457,x1136,NA,Carotenoid
1137,0.456,x1137,NA,Carotenoid
1138,0.455,x1138,NA,Carotenoid
1139,0.454,x1139,NA,Carotenoid
1140,0.453,x1140,NA,Carotenoid
1141,0.452,x1141,NA,Carotenoid
1142,0.45,x1142,NA,Carotenoid
1143,0.449,x1143,NA,Carotenoid
1144,0.448,x1144,NA,Carotenoid
1145,0.447,x1145,NA,Carotenoid
1146,0.446,x1146,NA,Carotenoid
1147,0.445,x1147,NA,Carotenoid
1148,0.444,x1148,NA,Carotenoid
1149,0.443,x1149,NA,Carotenoid
1150,0.443,x1150,NA,Carotenoid
1151,0.442,x1151,NA,Carotenoid
1152,0.441,x1152,NA,Carotenoid
1153,0.44,x1153,NA,Carotenoid
1154,0.439,x1154,NA,Carotenoid
1155,0.439,x1155,NA,Carotenoid
1156,0.438,x1156,NA,Carotenoid
1157,0.438,x1157,NA,Carotenoid
1158,0.437,x1158,NA,Carotenoid
1159,0.437,x1159,NA,Carotenoid
1160,0.436,x1160,NA,Carotenoid
1161,0.436,x1161,NA,Carotenoid
1162,0.435,x1162,NA,Carotenoid
1163,0.435,x1163,NA,Carotenoid
1164,0.435,x1164,NA,Carotenoid
1165,0.435,x1165,NA,Carotenoid
1166,0.434,x1166,NA,Carotenoid
1167,0.434,x1167,NA,Carotenoid
1168,0.434,x1168,NA,Carotenoid
1169,0.434,x1169,NA,Carotenoid
1170,0.434,x1170,NA,Carotenoid
1171,0.434,x1171,NA,Carotenoid
1172,0.434,x1172,NA,Carotenoid
1173,0.433,x1173,NA,Carotenoid
1174,0.433,x1174,NA,Carotenoid
1175,0.433,x1175,NA,Carotenoid
1176,0.433,x1176,NA,Carotenoid
1177,0.433,x1177,NA,Carotenoid
1178,0.432,x1178,NA,Carotenoid
1179,0.432,x1179,NA,Carotenoid
1180,0.432,x1180,NA,Carotenoid
1181,0.432,x1181,NA,Carotenoid
1182,0.432,x1182,NA,Carotenoid
1183,0.432,x1183,NA,Carotenoid
1184,0.432,x1184,NA,Carotenoid
1185,0.431,x1185,NA,Carotenoid
1186,0.431,x1186,NA,Carotenoid
1187,0.43,x1187,NA,Carotenoid
1188,0.43,x1188,NA,Carotenoid
1189,0.43,x1189,NA,Carotenoid
1190,0.43,x1190,NA,Carotenoid
1191,0.43,x1191,3,Carotenoid
1192,0.43,x1192,NA,Carotenoid
1193,0.43,x1193,NA,Carotenoid
1194,0.43,x1194,5,Carotenoid
1195,0.43,x1195,NA,Carotenoid
1196,0.43,x1196,NA,Carotenoid
1197,0.43,x1197,NA,Carotenoid
1198,0.43,x1198,NA,Carotenoid
1199,0.43,x1199,NA,Carotenoid
1200,0.43,x1200,NA,Carotenoid
1201,0.43,x1201,NA,Carotenoid
1202,0.43,x1202,NA,Carotenoid
1203,0.43,x1203,NA,Carotenoid
1204,0.43,x1204,NA,Carotenoid
1205,0.43,x1205,NA,Carotenoid
1206,0.43,x1206,2,Carotenoid
1207,0.431,x1207,NA,Carotenoid
1208,0.431,x1208,NA,Carotenoid
1209,0.431,x1209,NA,Carotenoid
1210,0.431,x1210,NA,Carotenoid
1211,0.431,x1211,NA,Carotenoid
1212,0.431,x1212,NA,Carotenoid
1213,0.431,x1213,NA,Carotenoid
1214,0.431,x1214,NA,Carotenoid
1215,0.431,x1215,NA,Carotenoid
1216,0.432,x1216,NA,Carotenoid
1217,0.432,x1217,NA,Carotenoid
1218,0.432,x1218,NA,Carotenoid
1219,0.432,x1219,NA,Carotenoid
1220,0.433,x1220,NA,Carotenoid
1221,0.433,x1221,NA,Carotenoid
1222,0.433,x1222,NA,Carotenoid
1223,0.433,x1223,NA,Carotenoid
1224,0.433,x1224,NA,Carotenoid
1225,0.434,x1225,NA,Carotenoid
1226,0.434,x1226,NA,Carotenoid
1227,0.434,x1227,10,Carotenoid
1228,0.434,x1228,NA,Carotenoid
1229,0.434,x1229,NA,Carotenoid
1230,0.434,x1230,NA,Carotenoid
1231,0.434,x1231,NA,Carotenoid
1232,0.434,x1232,NA,Carotenoid
1233,0.434,x1233,NA,Carotenoid
1234,0.435,x1234,NA,Carotenoid
1235,0.435,x1235,NA,Carotenoid
1236,0.435,x1236,NA,Carotenoid
1237,0.435,x1237,NA,Carotenoid
1238,0.435,x1238,NA,Carotenoid
1239,0.436,x1239,NA,Carotenoid
1240,0.436,x1240,NA,Carotenoid
1241,0.436,x1241,NA,Carotenoid
1242,0.436,x1242,NA,Carotenoid
1243,0.436,x1243,NA,Carotenoid
1244,0.436,x1244,NA,Carotenoid
1245,0.436,x1245,NA,Carotenoid
1246,0.436,x1246,NA,Carotenoid
1247,0.437,x1247,NA,Carotenoid
1248,0.437,x1248,NA,Carotenoid
1249,0.437,x1249,NA,Carotenoid
1250,0.437,x1250,NA,Carotenoid
1251,0.437,x1251,NA,Carotenoid
1252,0.437,x1252,NA,Carotenoid
1253,0.437,x1253,NA,Carotenoid
1254,0.437,x1254,NA,Carotenoid
1255,0.437,x1255,NA,Carotenoid
1256,0.437,x1256,NA,Carotenoid
1257,0.437,x1257,NA,Carotenoid
1258,0.437,x1258,NA,Carotenoid
1259,0.437,x1259,NA,Carotenoid
1260,0.437,x1260,NA,Carotenoid
1261,0.437,x1261,NA,Carotenoid
1262,0.437,x1262,NA,Carotenoid
1263,0.437,x1263,NA,Carotenoid
1264,0.437,x1264,NA,Carotenoid
1265,0.437,x1265,NA,Carotenoid
1266,0.437,x1266,NA,Carotenoid
1267,0.437,x1267,NA,Carotenoid
1268,0.437,x1268,NA,Carotenoid
1269,0.437,x1269,NA,Carotenoid
1270,0.437,x1270,NA,Carotenoid
1271,0.437,x1271,9,Carotenoid
1272,0.437,x1272,NA,Carotenoid
1273,0.436,x1273,NA,Carotenoid
1274,0.436,x1274,NA,Carotenoid
1275,0.436,x1275,NA,Carotenoid
1276,0.436,x1276,NA,Carotenoid
1277,0.436,x1277,NA,Carotenoid
1278,0.436,x1278,NA,Carotenoid
1279,0.436,x1279,NA,Carotenoid
1280,0.436,x1280,NA,Carotenoid
1281,0.435,x1281,NA,Carotenoid
1282,0.435,x1282,NA,Carotenoid
1283,0.435,x1283,NA,Carotenoid
1284,0.435,x1284,NA,Carotenoid
1285,0.435,x1285,NA,Carotenoid
1286,0.435,x1286,NA,Carotenoid
1287,0.434,x1287,NA,Carotenoid
1288,0.434,x1288,NA,Carotenoid
1289,0.434,x1289,NA,Carotenoid
1290,0.433,x1290,NA,Carotenoid
1291,0.433,x1291,NA,Carotenoid
1292,0.433,x1292,NA,Carotenoid
1293,0.432,x1293,NA,Carotenoid
1294,0.432,x1294,NA,Carotenoid
1295,0.432,x1295,NA,Carotenoid
1296,0.431,x1296,NA,Carotenoid
1297,0.431,x1297,NA,Carotenoid
1298,0.431,x1298,NA,Carotenoid
1299,0.43,x1299,NA,Carotenoid
1300,0.43,x1300,NA,Carotenoid
1301,0.43,x1301,NA,Carotenoid
1302,0.429,x1302,NA,Carotenoid
1303,0.429,x1303,NA,Carotenoid
1304,0.428,x1304,NA,Carotenoid
1305,0.428,x1305,NA,Carotenoid
1306,0.427,x1306,NA,Carotenoid
1307,0.427,x1307,NA,Carotenoid
1308,0.426,x1308,NA,Carotenoid
1309,0.425,x1309,NA,Carotenoid
1310,0.424,x1310,NA,Carotenoid
1311,0.423,x1311,NA,Carotenoid
1312,0.423,x1312,NA,Carotenoid
1313,0.422,x1313,NA,Carotenoid
1314,0.421,x1314,NA,Carotenoid
1315,0.42,x1315,NA,Carotenoid
1316,0.42,x1316,NA,Carotenoid
1317,0.419,x1317,NA,Carotenoid
1318,0.418,x1318,NA,Carotenoid
1319,0.417,x1319,NA,Carotenoid
1320,0.416,x1320,NA,Carotenoid
1321,0.415,x1321,NA,Carotenoid
1322,0.414,x1322,NA,Carotenoid
1323,0.413,x1323,NA,Carotenoid
1324,0.412,x1324,NA,Carotenoid
1325,0.411,x1325,NA,Carotenoid
1326,0.41,x1326,NA,Carotenoid
1327,0.409,x1327,NA,Carotenoid
1328,0.408,x1328,NA,Carotenoid
1329,0.407,x1329,NA,Carotenoid
1330,0.406,x1330,NA,Carotenoid
1331,0.405,x1331,NA,Carotenoid
1332,0.404,x1332,NA,Carotenoid
1333,0.403,x1333,NA,Carotenoid
1334,0.401,x1334,NA,Carotenoid
1335,0.4,x1335,NA,Carotenoid
1336,0.399,x1336,NA,Carotenoid
1337,0.398,x1337,NA,Carotenoid
1338,0.397,x1338,NA,Carotenoid
1339,0.396,x1339,NA,Carotenoid
1340,0.394,x1340,NA,Carotenoid
1341,0.393,x1341,NA,Carotenoid
1342,0.392,x1342,NA,Carotenoid
1343,0.391,x1343,NA,Carotenoid
1344,0.39,x1344,NA,Carotenoid
1345,0.389,x1345,NA,Carotenoid
1346,0.388,x1346,NA,Carotenoid
1347,0.387,x1347,NA,Carotenoid
1348,0.386,x1348,NA,Carotenoid
1349,0.385,x1349,NA,Carotenoid
1350,0.384,x1350,NA,Carotenoid
1351,0.383,x1351,NA,Carotenoid
1352,0.382,x1352,NA,Carotenoid
1353,0.381,x1353,NA,Carotenoid
1354,0.38,x1354,NA,Carotenoid
1355,0.379,x1355,NA,Carotenoid
1356,0.378,x1356,NA,Carotenoid
1357,0.377,x1357,NA,Carotenoid
1358,0.375,x1358,NA,Carotenoid
1359,0.374,x1359,NA,Carotenoid
1360,0.373,x1360,NA,Carotenoid
1361,0.372,x1361,NA,Carotenoid
1362,0.372,x1362,NA,Carotenoid
1363,0.371,x1363,NA,Carotenoid
1364,0.37,x1364,NA,Carotenoid
1365,0.369,x1365,NA,Carotenoid
1366,0.367,x1366,NA,Carotenoid
1367,0.366,x1367,NA,Carotenoid
1368,0.364,x1368,NA,Carotenoid
1369,0.362,x1369,NA,Carotenoid
1370,0.36,x1370,NA,Carotenoid
1371,0.358,x1371,NA,Carotenoid
1372,0.356,x1372,NA,Carotenoid
1373,0.353,x1373,NA,Carotenoid
1374,0.351,x1374,NA,Carotenoid
1375,0.348,x1375,NA,Carotenoid
1376,0.345,x1376,NA,Carotenoid
1377,0.342,x1377,NA,Carotenoid
1378,0.338,x1378,NA,Carotenoid
1379,0.335,x1379,NA,Carotenoid
1380,0.331,x1380,NA,Carotenoid
1381,0.327,x1381,NA,Carotenoid
1382,0.323,x1382,NA,Carotenoid
1383,0.319,x1383,NA,Carotenoid
1384,0.315,x1384,NA,Carotenoid
1385,0.31,x1385,NA,Carotenoid
1386,0.305,x1386,NA,Carotenoid
1387,0.3,x1387,NA,Carotenoid
1388,0.295,x1388,NA,Carotenoid
1389,0.289,x1389,NA,Carotenoid
1390,0.284,x1390,NA,Carotenoid
1391,0.279,x1391,NA,Carotenoid
1392,0.273,x1392,NA,Carotenoid
1393,0.267,x1393,NA,Carotenoid
1394,0.262,x1394,NA,Carotenoid
1395,0.256,x1395,NA,Carotenoid
1396,0.251,x1396,NA,Carotenoid
1397,0.245,x1397,NA,Carotenoid
1398,0.24,x1398,NA,Carotenoid
1399,0.235,x1399,NA,Carotenoid
1400,0.23,x1400,NA,Carotenoid
1401,0.226,x1401,NA,Carotenoid
1402,0.221,x1402,NA,Carotenoid
1403,0.217,x1403,NA,Carotenoid
1404,0.213,x1404,NA,Carotenoid
1405,0.209,x1405,NA,Carotenoid
1406,0.205,x1406,NA,Carotenoid
1407,0.201,x1407,NA,Carotenoid
1408,0.198,x1408,NA,Carotenoid
1409,0.195,x1409,NA,Carotenoid
1410,0.192,x1410,NA,Carotenoid
1411,0.189,x1411,NA,Carotenoid
1412,0.186,x1412,NA,Carotenoid
1413,0.184,x1413,NA,Carotenoid
1414,0.182,x1414,NA,Carotenoid
1415,0.18,x1415,NA,Carotenoid
1416,0.178,x1416,NA,Carotenoid
1417,0.176,x1417,NA,Carotenoid
1418,0.174,x1418,NA,Carotenoid
1419,0.173,x1419,NA,Carotenoid
1420,0.171,x1420,NA,Carotenoid
1421,0.17,x1421,NA,Carotenoid
1422,0.169,x1422,NA,Carotenoid
1423,0.167,x1423,NA,Carotenoid
1424,0.166,x1424,NA,Carotenoid
1425,0.165,x1425,NA,Carotenoid
1426,0.165,x1426,NA,Carotenoid
1427,0.164,x1427,NA,Carotenoid
1428,0.163,x1428,NA,Carotenoid
1429,0.162,x1429,NA,Carotenoid
1430,0.162,x1430,NA,Carotenoid
1431,0.161,x1431,NA,Carotenoid
1432,0.161,x1432,NA,Carotenoid
1433,0.16,x1433,NA,Carotenoid
1434,0.16,x1434,NA,Carotenoid
1435,0.16,x1435,NA,Carotenoid
1436,0.159,x1436,NA,Carotenoid
1437,0.159,x1437,NA,Carotenoid
1438,0.159,x1438,NA,Carotenoid
1439,0.159,x1439,NA,Carotenoid
1440,0.158,x1440,NA,Carotenoid
1441,0.158,x1441,NA,Carotenoid
1442,0.158,x1442,NA,Carotenoid
1443,0.158,x1443,NA,Carotenoid
1444,0.158,x1444,NA,Carotenoid
1445,0.158,x1445,NA,Carotenoid
1446,0.158,x1446,NA,Carotenoid
1447,0.158,x1447,NA,Carotenoid
1448,0.158,x1448,NA,Carotenoid
1449,0.159,x1449,NA,Carotenoid
1450,0.159,x1450,NA,Carotenoid
1451,0.159,x1451,NA,Carotenoid
1452,0.159,x1452,NA,Carotenoid
1453,0.159,x1453,NA,Carotenoid
1454,0.159,x1454,NA,Carotenoid
1455,0.159,x1455,NA,Carotenoid
1456,0.16,x1456,NA,Carotenoid
1457,0.16,x1457,NA,Carotenoid
1458,0.16,x1458,NA,Carotenoid
1459,0.161,x1459,NA,Carotenoid
1460,0.161,x1460,NA,Carotenoid
1461,0.161,x1461,NA,Carotenoid
1462,0.162,x1462,NA,Carotenoid
1463,0.162,x1463,NA,Carotenoid
1464,0.163,x1464,NA,Carotenoid
1465,0.164,x1465,NA,Carotenoid
1466,0.164,x1466,NA,Carotenoid
1467,0.165,x1467,NA,Carotenoid
1468,0.166,x1468,NA,Carotenoid
1469,0.167,x1469,NA,Carotenoid
1470,0.168,x1470,NA,Carotenoid
1471,0.169,x1471,NA,Carotenoid
1472,0.17,x1472,NA,Carotenoid
1473,0.171,x1473,NA,Carotenoid
1474,0.172,x1474,NA,Carotenoid
1475,0.173,x1475,NA,Carotenoid
1476,0.174,x1476,NA,Carotenoid
1477,0.175,x1477,NA,Carotenoid
1478,0.176,x1478,NA,Carotenoid
1479,0.177,x1479,NA,Carotenoid
1480,0.178,x1480,NA,Carotenoid
1481,0.18,x1481,NA,Carotenoid
1482,0.181,x1482,NA,Carotenoid
1483,0.182,x1483,NA,Carotenoid
1484,0.184,x1484,NA,Carotenoid
1485,0.185,x1485,NA,Carotenoid
1486,0.186,x1486,NA,Carotenoid
1487,0.187,x1487,NA,Carotenoid
1488,0.189,x1488,NA,Carotenoid
1489,0.19,x1489,NA,Carotenoid
1490,0.191,x1490,NA,Carotenoid
1491,0.192,x1491,NA,Carotenoid
1492,0.194,x1492,NA,Carotenoid
1493,0.195,x1493,NA,Carotenoid
1494,0.196,x1494,NA,Carotenoid
1495,0.198,x1495,NA,Carotenoid
1496,0.199,x1496,NA,Carotenoid
1497,0.201,x1497,NA,Carotenoid
1498,0.202,x1498,NA,Carotenoid
1499,0.203,x1499,NA,Carotenoid
1500,0.204,x1500,NA,Carotenoid
1501,0.206,x1501,NA,Carotenoid
1502,0.207,x1502,NA,Carotenoid
1503,0.208,x1503,NA,Carotenoid
1504,0.21,x1504,NA,Carotenoid
1505,0.211,x1505,NA,Carotenoid
1506,0.212,x1506,NA,Carotenoid
1507,0.214,x1507,NA,Carotenoid
1508,0.215,x1508,NA,Carotenoid
1509,0.216,x1509,NA,Carotenoid
1510,0.217,x1510,NA,Carotenoid
1511,0.219,x1511,NA,Carotenoid
1512,0.22,x1512,NA,Carotenoid
1513,0.221,x1513,NA,Carotenoid
1514,0.223,x1514,NA,Carotenoid
1515,0.224,x1515,NA,Carotenoid
1516,0.225,x1516,NA,Carotenoid
1517,0.226,x1517,NA,Carotenoid
